USAF= 007026 , name=WXPOD 7026                    , country=AF , elevation=+7026.0
USAF= 789880 , name=HATO                          , country=NT , elevation=+0008.8
USAF= 789900 , name=FLAMINGO INTERNATIONAL AIRPOR , country=NT , elevation=+0007.0
USAF= 789900 , name=FLAMINGO                      , country=NT , elevation=+0006.1
USAF= 789940 , name=BOGUS CARIBBEAN               , country=   , elevation=       
USAF= 800000 , name=BOGUS COLOMBIAN               , country=CO , elevation=-0999.0
USAF= 800010 , name=GUSTAVO ROJAS PINILLA         , country=CO , elevation=+0005.8
USAF= 800011 , name=EDUARDO FALLA SOLANO          , country=CO , elevation=+0280.4
USAF= 800020 , name=EL EMBRUJO                    , country=CO , elevation=+0003.0
USAF= 800050 , name=CAYOS ALBURQUERQUE?           , country=CO , elevation=-0999.0
USAF= 800070 , name=CAYOS E-SE(?)                 , country=CO , elevation=-0999.0
USAF= 800080 , name=SANTA MARTA(?)                , country=CO , elevation=-0999.0
USAF= 800090 , name=SIMON BOLIVAR                 , country=CO , elevation=+0006.7
USAF= 800220 , name=RAFAEL NUNEZ                  , country=CO , elevation=+0001.2
USAF= 800280 , name=ERNESTO CORTISSOZ             , country=CO , elevation=+0029.9
USAF= 800350 , name=ALMIRANTE PADILLA             , country=CO , elevation=+0013.1
USAF= 800360 , name=ALFONSO LOPEZ PUMAREJO        , country=CO , elevation=+0147.2
USAF= 800440 , name=COROZAL/LAS BRUJAS            , country=CO , elevation=+0081.0
USAF= 800480 , name=BARACOA                       , country=CO , elevation=+0054.3
USAF= 800620 , name=TURBO/GONZALO MEJIA           , country=CO , elevation=+0001.0
USAF= 800630 , name=LOS GARZONES                  , country=CO , elevation=+0011.0
USAF= 800700 , name=SAN MARC S                    , country=CO , elevation=+0041.1
USAF= 800740 , name=EL BANCO/LAS FLORES           , country=CO , elevation=+0034.0
USAF= 800770 , name=OCANA/AGUAS CLARAS            , country=CO , elevation=+1435.0
USAF= 800810 , name=ALTO CURICHE                  , country=CO , elevation=+0301.1
USAF= 800840 , name=ANTONIO ROLDAN BETANCOURT     , country=CO , elevation=+0014.0
USAF= 800880 , name=ZARAGOZA                      , country=CO , elevation=+0079.0
USAF= 800890 , name=OTU                           , country=CO , elevation=+0609.6
USAF= 800910 , name=YARIGUIES                     , country=CO , elevation=+0125.6
USAF= 800930 , name=BUCARAHALGA                   , country=CO , elevation=+0938.8
USAF= 800940 , name=PALONEGRO                     , country=CO , elevation=+1187.8
USAF= 800970 , name=CAMILO DAZA                   , country=CO , elevation=+0334.1
USAF= 800990 , name=SANTIAGO PEREZ                , country=CO , elevation=+0128.0
USAF= 801000 , name=BAHIA SOLANO / JOSE MUTIS     , country=CO , elevation=+0024.0
USAF= 801005 , name=MELGAR AB                     , country=CO , elevation=+0313.3
USAF= 801100 , name=OLAYA HERRERA                 , country=CO , elevation=+1505.7
USAF= 801103 , name=BAHIA SOLAND CHOCO            , country=CO , elevation=+0024.0
USAF= 801120 , name=JOSE MARIA CORDOVA            , country=CO , elevation=+2142.1
USAF= 801140 , name=ANALEI                        , country=CO , elevation=+1392.9
USAF= 801320 , name=TAME/TAME                     , country=CO , elevation=+0350.0
USAF= 801390 , name=PUERTO CARRENO                , country=CO , elevation=+0053.9
USAF= 801430 , name=CONDOTO/MANDINGA              , country=CO , elevation=+0072.0
USAF= 801440 , name=EL CARANO                     , country=CO , elevation=+0062.2
USAF= 801480 , name=LA PLATA SOUTHEAST            , country=CO , elevation=+1030.0
USAF= 801481 , name=MANIZALES/LA NUBIA&           , country=CO , elevation=+2080.0
USAF= 801490 , name=LA NUBIA                      , country=CO , elevation=+2094.3
USAF= 801540 , name=MARIQUITA                     , country=CO , elevation=+0467.0
USAF= 801560 , name=PALANQUERO/GERMAN O           , country=CO , elevation=+0172.0
USAF= 801580 , name=PERICO SOUTH                  , country=CO , elevation=+0183.0
USAF= 801750 , name=TRINIDAD/TRINIDAD             , country=CO , elevation=+0217.0
USAF= 801753 , name=TRINIDAD                      , country=CO , elevation=+0198.0
USAF= 801755 , name=RIONEGRO/JOSE MARI&           , country=CO , elevation=       
USAF= 802030 , name=TULUA/FARFAN                  , country=CO , elevation=+0955.0
USAF= 802090 , name=CANTAGU                       , country=CO , elevation=+0900.1
USAF= 802100 , name=MATECANA                      , country=CO , elevation=+1346.0
USAF= 802110 , name=EL EDEN                       , country=CO , elevation=+1216.2
USAF= 802130 , name=EL PASO/LA LINEA              , country=CO , elevation=+3264.0
USAF= 802140 , name=PERALES                       , country=CO , elevation=+0949.1
USAF= 802190 , name=GIRARDOT/SANTIAGO VILLA       , country=CO , elevation=+0286.0
USAF= 802220 , name=ELDORADO INTL                 , country=CO , elevation=+2548.4
USAF= 802222 , name=JOSE CELESTINO MUTIS          , country=CO , elevation=+0024.4
USAF= 802223 , name=GUAYMARAL                     , country=CO , elevation=+2557.3
USAF= 802225 , name=LOS COLONIZADORES             , country=CO , elevation=+0213.0
USAF= 802226 , name=EL YOPAL                      , country=CO , elevation=+0313.3
USAF= 802227 , name=SANTA ANA                     , country=CO , elevation=+0908.0
USAF= 802340 , name=VANGUARDIA                    , country=CO , elevation=+0424.9
USAF= 802410 , name=LAS GAVIOTAS                  , country=CO , elevation=+0171.0
USAF= 802520 , name=GERARDO TOBAR LOPEZ           , country=CO , elevation=+0014.6
USAF= 802590 , name=ALFONSO BONILLA ARAGON INTL   , country=CO , elevation=+0963.8
USAF= 803000 , name=GUAPI                         , country=CO , elevation=+0054.0
USAF= 803080 , name=GUILLERMO LEON VALENCIA       , country=CO , elevation=+1733.4
USAF= 803150 , name=BENITO SALAS                  , country=CO , elevation=+0446.2
USAF= 803180 , name=SAN VICENTE DEL CAGUAN.       , country=CO , elevation=+0300.0
USAF= 803220 , name=JORGE E GONZALEZ TORRES       , country=CO , elevation=+0184.4
USAF= 803360 , name=TUMACO/LA FLORIDA             , country=CO , elevation=+0003.0
USAF= 803370 , name=TUMACO *                      , country=CO , elevation=-0999.9
USAF= 803390 , name=LA PINTADA SOUTHWEST          , country=CO , elevation=+0915.0
USAF= 803410 , name=DOS RIOS                      , country=CO , elevation=+0584.6
USAF= 803420 , name=ANTONIO NARINO                , country=CO , elevation=+1813.9
USAF= 803460 , name=PITALITO                      , country=CO , elevation=+1320.0
USAF= 803540 , name=FLORENCIA/CAPITOLIO           , country=CO , elevation=+0244.0
USAF= 803610 , name=FABIO ALBERTO LEON BENTLEY    , country=CO , elevation=+0207.3
USAF= 803700 , name=SAN LUIS                      , country=CO , elevation=+2976.4
USAF= 803720 , name=TRES DE MAYO                  , country=CO , elevation=+0248.4
USAF= 803770 , name=                              , country=   , elevation=       
USAF= 803850 , name=PUERTO LEGUIZAMO              , country=CO , elevation=+0147.0
USAF= 803980 , name=ALFREDO VASQUEZ COBO          , country=CO , elevation=+0084.4
USAF= 804000 , name=ISLA DE AVES (BASE CIENTIFICA , country=VE , elevation=+0008.0
USAF= 804020 , name=BOGUS VENEZUELAN              , country=VE , elevation=       
USAF= 804025 , name=CAPITAN MANUEL RIOS GUARICO A , country=VE , elevation=+0160.0
USAF= 804030 , name=JOSE LEONARDO CHIRINOS        , country=VE , elevation=+0015.8
USAF= 804043 , name=JOSEFA CAMEJO                 , country=VE , elevation=+0022.9
USAF= 804050 , name=LA ORCHILA                    , country=VE , elevation=+0001.5
USAF= 804070 , name=LA CHINITA INTL               , country=VE , elevation=+0071.6
USAF= 804100 , name=BARQUISIMETO INTL             , country=VE , elevation=+0622.4
USAF= 804103 , name=SUB TENIENTE NESTOR ARIAS     , country=VE , elevation=+0232.0
USAF= 804105 , name=CANAIMA                       , country=VE , elevation=+0442.0
USAF= 804120 , name=GENERAL BARTOLOME SALOM INTL  , country=VE , elevation=+0009.8
USAF= 804130 , name=MARISCAL SUCRE                , country=VE , elevation=+0407.8
USAF= 804143 , name=OSCAR MACHADO ZULOAGA         , country=VE , elevation=+0653.8
USAF= 804150 , name=SIMON BOLIVAR INTL            , country=VE , elevation=+0071.6
USAF= 804160 , name=GENERALISIMO FRANCISCO DE MIR , country=VE , elevation=+0856.0
USAF= 804165 , name=CARACAS/LA CARLOTA&           , country=VE , elevation=+0835.0
USAF= 804173 , name=METROPOLITANO                 , country=VE , elevation=+0175.0
USAF= 804190 , name=GENERAL JOSE ANTONIO ANZOATEG , country=VE , elevation=+0007.9
USAF= 804200 , name=ANTONIO JOSE DE SUCRE         , country=VE , elevation=+0004.3
USAF= 804203 , name=HIGUEROTE                     , country=VE , elevation=+0003.0
USAF= 804210 , name=PORLAMAR (AEROPUERTO INT DEL  , country=VE , elevation=+0024.0
USAF= 804214 , name=DEL CARIBE INTL GEN SANTIAGO  , country=VE , elevation=+0022.6
USAF= 804215 , name=                              , country=   , elevation=       
USAF= 804223 , name=GENERAL JOSE FRANCISCO BERMUD , country=VE , elevation=+0010.1
USAF= 804230 , name=GUIRIA                        , country=VE , elevation=+0012.8
USAF= 804233 , name=ZIM VALENCIA                  , country=VE , elevation=+0430.0
USAF= 804235 , name=EL LIBERTADOR AB              , country=VE , elevation=+0442.0
USAF= 804250 , name=MENE GRANDE                   , country=VE , elevation=+0028.0
USAF= 804255 , name=BOGUS VENEZUELAN              , country=VE , elevation=-0999.0
USAF= 804260 , name=DR ANTONIO NICOLAS BRICENO    , country=VE , elevation=+0627.9
USAF= 804270 , name=OSWALDO GUEVARA MUJICA        , country=VE , elevation=+0195.1
USAF= 804280 , name=GUANARE                       , country=VE , elevation=+0184.7
USAF= 804310 , name=SAN JUAN DE LOS MORROS        , country=VE , elevation=+0427.9
USAF= 804320 , name=CARRIZAL                      , country=VE , elevation=+0160.0
USAF= 804333 , name=VALLE DE LA PASCUA            , country=VE , elevation=+0125.0
USAF= 804340 , name=VALLE DE LA PASCUA            , country=VE , elevation=+0125.0
USAF= 804350 , name=MATURIN                       , country=VE , elevation=+0068.3
USAF= 804370 , name=EL VIGIA                      , country=VE , elevation=+0103.0
USAF= 804380 , name=ALBERTO CARNEVALLI            , country=VE , elevation=+1526.1
USAF= 804400 , name=BARINAS                       , country=VE , elevation=+0203.0
USAF= 804403 , name=JUAN PABLO PEREZ ALFONSO      , country=VE , elevation=+0069.2
USAF= 804413 , name=SAN TOME                      , country=VE , elevation=+0262.4
USAF= 804420 , name=CALABOZO                      , country=VE , elevation=+0100.0
USAF= 804440 , name=CIUDAD BOLIVAR                , country=VE , elevation=+0060.0
USAF= 804453 , name=LA FRIA                       , country=VE , elevation=+0093.0
USAF= 804463 , name=GENERAL MANUEL CARLOS PIAR    , country=VE , elevation=+0143.9
USAF= 804470 , name=SAN ANTONIO DEL TACHIRA       , country=VE , elevation=+0399.9
USAF= 804480 , name=GUASDUALITO                   , country=VE , elevation=+0129.8
USAF= 804500 , name=SAN FERNANDO DE APURE         , country=VE , elevation=+0046.9
USAF= 804530 , name=TUMEREMO                      , country=VE , elevation=+0104.9
USAF= 804570 , name=CASIQUE ARAMARE               , country=VE , elevation=+0074.7
USAF= 804620 , name=SANTA ELENA DE UAIREN         , country=VE , elevation=+0895.8
USAF= 804625 , name=                              , country=   , elevation=       
USAF= 804653 , name=PARAMILLO                     , country=VE , elevation=+1010.1
USAF= 804720 , name=ARTURO MICHELENA INTL         , country=VE , elevation=+0430.1
USAF= 804750 , name=MAYOR BUENAVENTURA VIVAS      , country=VE , elevation=+0330.1
USAF= 804760 , name=LA CANADA                     , country=VE , elevation=+0026.0
USAF= 804763 , name=BARINAS           &           , country=VE , elevation=+0203.0
USAF= 804773 , name=SANTA BARBARA DEL ZULIA       , country=VE , elevation=+0009.8
USAF= 804780 , name=TEMBLADOR (PRIVATE)           , country=VE , elevation=+0030.0
USAF= 804790 , name=PALMICHAL                     , country=VE , elevation=+1000.0
USAF= 810010 , name=GEORGETOWN                    , country=GY , elevation=+0002.0
USAF= 810020 , name=TIMEHRI/CHEDDI JAGA           , country=GY , elevation=+0030.0
USAF= 810020 , name=CHEDDI JAGAN INTL             , country=GY , elevation=+0029.0
USAF= 810025 , name=OGLE                          , country=GY , elevation=+0001.0
USAF= 810030 , name=EUGENE F CORREIA INTL         , country=GY , elevation=+0000.6
USAF= 810050 , name=KAMARANG                      , country=GY , elevation=+0494.0
USAF= 810060 , name=LETHEM                        , country=GY , elevation=+0082.0
USAF= 810100 , name=EBINI                         , country=GY , elevation=+0029.0
USAF= 810580 , name=NEW AMSTERDAM                 , country=GY , elevation=+0001.0
USAF= 810800 , name=KAIETEUR ARPT                 , country=GY , elevation=+0456.9
USAF= 811000 , name=MABARUMA                      , country=GY , elevation=+0050.0
USAF= 812000 , name=ZORG EN HOOP                  , country=NS , elevation=+0010.0
USAF= 812020 , name=NICKERIE                      , country=NS , elevation=+0002.0
USAF= 812050 , name=CORONIE                       , country=NS , elevation=+0003.0
USAF= 812060 , name=MOENGO                        , country=NS , elevation=+0012.0
USAF= 812080 , name=ALBINA                        , country=NS , elevation=+0003.0
USAF= 812090 , name=STOELMANSEILAND               , country=NS , elevation=+0052.0
USAF= 812250 , name=JOHAN A PENGEL INTL           , country=NS , elevation=+0018.0
USAF= 812253 , name=JOHAN A PENGEL INTL           , country=NS , elevation=+0018.0
USAF= 812500 , name=TAFELBERG                     , country=NS , elevation=+0323.0
USAF= 812510 , name=SIPALIWINI                    , country=NS , elevation=+0265.0
USAF= 812520 , name=KAYSERBERG                    , country=NS , elevation=+0210.0
USAF= 812530 , name=COEROENI                      , country=NS , elevation=+0165.0
USAF= 812540 , name=PALOEMUE/VINCEAT              , country=NS , elevation=+0151.0
USAF= 812600 , name=KABALEBO                      , country=NS , elevation=+0080.0
USAF= 814010 , name=ST LAURENT DU MARON           , country=FG , elevation=+0009.0
USAF= 814020 , name=PORTAL                        , country=FG , elevation=+0008.0
USAF= 814030 , name=KOUROU                        , country=FG , elevation=+0008.0
USAF= 814050 , name=ROCHAMBEAU                    , country=FG , elevation=+0007.9
USAF= 814080 , name=SAINT GEORGES                 , country=FG , elevation=+0007.0
USAF= 814150 , name=MARIPASOULA                   , country=FG , elevation=+0106.0
USAF= 814200 , name=                              , country=   , elevation=       
USAF= 816090 , name=OIAPOQUE                      , country=BR , elevation=+0020.5
USAF= 816150 , name=BOA VISTA                     , country=BR , elevation=+0095.5
USAF= 816280 , name=TARTARUGALZINHO               , country=BR , elevation=+0022.5
USAF= 816480 , name=BARCELOS                      , country=BR , elevation=+0018.5
USAF= 816580 , name=SOURE                         , country=BR , elevation=+0012.5
USAF= 816600 , name=SALINOPOLIS                   , country=BR , elevation=+0022.5
USAF= 816800 , name=BELEM                         , country=BR , elevation=+0025.5
USAF= 816820 , name=CASTANHAL                     , country=BR , elevation=+0066.5
USAF= 816850 , name=BRAGANCA                      , country=BR , elevation=+0034.5
USAF= 816870 , name=TURIACU                       , country=BR , elevation=+0042.5
USAF= 816990 , name=PRESIDENTE FIGUEIREDO         , country=BR , elevation=+0093.5
USAF= 817000 , name=RIO URUBU                     , country=BR , elevation=+0060.5
USAF= 817020 , name=URUCARA                       , country=BR , elevation=+0018.5
USAF= 817030 , name=PARINTINS                     , country=BR , elevation=+0036.5
USAF= 817100 , name=CAMETA                        , country=BR , elevation=+0023.5
USAF= 817110 , name=TOME-ACU                      , country=BR , elevation=+0039.5
USAF= 817150 , name=SAO LUIS                      , country=BR , elevation=+0057.5
USAF= 817160 , name=SANTANA                       , country=BR , elevation=+0009.5
USAF= 817170 , name=PREGUICAS                     , country=BR , elevation=+0001.6
USAF= 817290 , name=PREGUICAS                     , country=BR , elevation=+0020.5
USAF= 817300 , name=MANAUS                        , country=BR , elevation=+0068.5
USAF= 817320 , name=AUTAZES                       , country=BR , elevation=+0029.5
USAF= 817330 , name=ITACOATIARA                   , country=BR , elevation=+0038.5
USAF= 817340 , name=MAUES                         , country=BR , elevation=+0036.5
USAF= 817370 , name=PLACAS                        , country=BR , elevation=+0097.5
USAF= 817390 , name=MEDICILANDIA                  , country=BR , elevation=+0252.5
USAF= 817420 , name=PACAJA                        , country=BR , elevation=+0109.5
USAF= 817430 , name=TUCURUI                       , country=BR , elevation=+0149.5
USAF= 817450 , name=PARAGOMINAS                   , country=BR , elevation=+0102.5
USAF= 817490 , name=CHAPADINHA                    , country=BR , elevation=+0092.5
USAF= 817510 , name=ESPERANTINA                   , country=BR , elevation=+0066.5
USAF= 817520 , name=PARNAIBA                      , country=BR , elevation=+0058.5
USAF= 817540 , name=SOBRAL                        , country=BR , elevation=+0065.5
USAF= 817550 , name=ACARAU                        , country=BR , elevation=+0077.5
USAF= 817560 , name=ITAPIPOCA                     , country=BR , elevation=+0103.5
USAF= 817580 , name=FORTALEZA                     , country=BR , elevation=+0042.5
USAF= 817700 , name=COARI                         , country=BR , elevation=+0044.5
USAF= 817740 , name=SAO GONCALO                   , country=BR , elevation=+0235.5
USAF= 817780 , name=ITAITUBA                      , country=BR , elevation=+0014.5
USAF= 817840 , name=NOVO REPARTIMENTO             , country=BR , elevation=+0114.5
USAF= 817860 , name=RONDON DO PARA                , country=BR , elevation=+0222.5
USAF= 817880 , name=BURITICUPU                    , country=BR , elevation=+0176.5
USAF= 817900 , name=BACABAL                       , country=BR , elevation=+0029.5
USAF= 817920 , name=CAXIAS                        , country=BR , elevation=+0077.5
USAF= 817940 , name=PIRIPIRI                      , country=BR , elevation=+0162.5
USAF= 817970 , name=GUARAMIRANGA                  , country=BR , elevation=+0871.5
USAF= 817980 , name=JUAGUARUANA                   , country=BR , elevation=+0013.5
USAF= 818200 , name=MARABA                        , country=BR , elevation=+0117.5
USAF= 818210 , name=ARAGUATINS                    , country=BR , elevation=+0118.5
USAF= 818220 , name=IMPERATRIZ                    , country=BR , elevation=+0127.5
USAF= 818230 , name=GRAJAU                        , country=BR , elevation=+0231.5
USAF= 818250 , name=BARRA DO CORDA                , country=BR , elevation=+0154.5
USAF= 818270 , name=TERESINA                      , country=BR , elevation=+0075.9
USAF= 818280 , name=SAO PEDRO DO PIAUI            , country=BR , elevation=+0288.5
USAF= 818290 , name=CASTELO DO PIAUI              , country=BR , elevation=+0287.5
USAF= 818300 , name=CRATEUS                       , country=BR , elevation=+0292.5
USAF= 818310 , name=QUIXERAMOBIM                  , country=BR , elevation=+0219.5
USAF= 818320 , name=MORADA NOVA                   , country=BR , elevation=+0045.1
USAF= 818330 , name=JAGUARIBE                     , country=BR , elevation=+0185.5
USAF= 818340 , name=MOSSORO                       , country=BR , elevation=+0037.5
USAF= 818350 , name=APODI                         , country=BR , elevation=+0151.5
USAF= 818360 , name=APODI                         , country=BR , elevation=+0005.5
USAF= 818380 , name=CALCANHAR                     , country=BR , elevation=+0018.5
USAF= 818390 , name=NATAL                         , country=BR , elevation=+0066.5
USAF= 818460 , name=ALVORADA DO GURGUEIA          , country=BR , elevation=+0271.5
USAF= 818470 , name=CANTO DO BURITI               , country=BR , elevation=+0309.5
USAF= 818480 , name=SAO JOAO DO PIAUI             , country=BR , elevation=+0236.5
USAF= 818600 , name=SERRA DE CARAJAS              , country=BR , elevation=+0720.5
USAF= 818630 , name=ESTREITO                      , country=BR , elevation=+0181.5
USAF= 818660 , name=COLINAS                       , country=BR , elevation=+0180.5
USAF= 818680 , name=FLORIANO                      , country=BR , elevation=+0124.8
USAF= 818690 , name=OEIRAS                        , country=BR , elevation=+0157.5
USAF= 818700 , name=VALENCA DO PIAUI              , country=BR , elevation=+0302.5
USAF= 818720 , name=TAUA                          , country=BR , elevation=+0416.5
USAF= 818730 , name=IGUATU                        , country=BR , elevation=+0234.5
USAF= 818750 , name=CAICO                         , country=BR , elevation=+0171.5
USAF= 818760 , name=SANTA CRUZ                    , country=BR , elevation=+0238.5
USAF= 818770 , name=AREIA                         , country=BR , elevation=+0576.1
USAF= 818780 , name=CAMARATUBA                    , country=BR , elevation=+0137.5
USAF= 818880 , name=LABREA                        , country=BR , elevation=+0065.5
USAF= 818900 , name=HUMAITA                       , country=BR , elevation=+0073.5
USAF= 818930 , name=APUI                          , country=BR , elevation=+0169.5
USAF= 819000 , name=ARAGUAINA                     , country=BR , elevation=+0227.5
USAF= 819010 , name=CAROLINA                      , country=BR , elevation=+0193.5
USAF= 819030 , name=BALSAS                        , country=BR , elevation=+0225.5
USAF= 819050 , name=URUCUI                        , country=BR , elevation=+0394.5
USAF= 819080 , name=PICOS                         , country=BR , elevation=+0234.5
USAF= 819090 , name=CAMPOS SALES                  , country=BR , elevation=+0573.5
USAF= 819100 , name=OURICURI                      , country=BR , elevation=+0465.5
USAF= 819110 , name=BARBALHA                      , country=BR , elevation=+0410.5
USAF= 819120 , name=SERRA TALHADA                 , country=BR , elevation=+0462.5
USAF= 819130 , name=PATOS                         , country=BR , elevation=+0282.0
USAF= 819140 , name=MONTEIRO                      , country=BR , elevation=+0606.5
USAF= 819150 , name=CABACEIRAS                    , country=BR , elevation=+0437.5
USAF= 819160 , name=CAMPNA GRANDE                 , country=BR , elevation=+0549.5
USAF= 819170 , name=SURUBIM                       , country=BR , elevation=+0419.5
USAF= 819180 , name=JOAO PESSOA                   , country=BR , elevation=+0045.5
USAF= 819210 , name=PORTO WALTER                  , country=BR , elevation=+0205.5
USAF= 819220 , name=MARECHAL THAUMATURGO          , country=BR , elevation=+0231.5
USAF= 819240 , name=FEIJO                         , country=BR , elevation=+0164.5
USAF= 819270 , name=BOCA DO ACRE                  , country=BR , elevation=+0112.5
USAF= 819320 , name=PORTO VELHO                   , country=BR , elevation=+0099.5
USAF= 819400 , name=CONCEICAO DO ARAGUAIA         , country=BR , elevation=+0181.5
USAF= 819410 , name=PEDRO AFONSO                  , country=BR , elevation=+0190.5
USAF= 819500 , name=PAULISTANA                    , country=BR , elevation=+0375.5
USAF= 819510 , name=CABROBO                       , country=BR , elevation=+0343.5
USAF= 819530 , name=ARCO VERDE                    , country=BR , elevation=+0682.0
USAF= 819540 , name=IBIMIRIM                      , country=BR , elevation=+0449.5
USAF= 819550 , name=GARANHUS                      , country=BR , elevation=+0823.5
USAF= 819560 , name=CARUARU                       , country=BR , elevation=+0551.5
USAF= 819570 , name=PALMARES                      , country=BR , elevation=+0181.5
USAF= 819580 , name=RECIFE                        , country=BR , elevation=+0011.5
USAF= 819630 , name=PARQUE ESTADUAL CHANDLESS     , country=BR , elevation=+0207.5
USAF= 819650 , name=RIO BRANCO                    , country=BR , elevation=+0221.5
USAF= 819700 , name=ARIQUEMES                     , country=BR , elevation=+0141.5
USAF= 819750 , name=COTRIGUACU                    , country=BR , elevation=+0262.5
USAF= 819760 , name=APIACAS                       , country=BR , elevation=+0221.5
USAF= 819770 , name=ALTA FLORESTA                 , country=BR , elevation=+0295.5
USAF= 819780 , name=CARLINDA                      , country=BR , elevation=+0301.5
USAF= 819790 , name=GUARANTA DO NORTE             , country=BR , elevation=+0321.5
USAF= 819820 , name=SANTANA DO ARAGUAIA           , country=BR , elevation=+0169.5
USAF= 819850 , name=ALTO PARNAIBA                 , country=BR , elevation=+0282.5
USAF= 819860 , name=GILBUES                       , country=BR , elevation=+0426.5
USAF= 819870 , name=BOM JESUS DO PIAUI            , country=BR , elevation=+0298.5
USAF= 819880 , name=CARACOL                       , country=BR , elevation=+0524.5
USAF= 819890 , name=SAO RAIMUNDO NONATO           , country=BR , elevation=+0403.5
USAF= 819900 , name=REMANSO                       , country=BR , elevation=+0402.5
USAF= 819910 , name=PETROLINA                     , country=BR , elevation=+0370.5
USAF= 819920 , name=UAUA                          , country=BR , elevation=+0454.5
USAF= 819930 , name=PAULO AFONSO                  , country=BR , elevation=+0254.2
USAF= 819940 , name=PAO DE ACUCAR                 , country=BR , elevation=+0020.5
USAF= 819950 , name=PALMEIRA DOS INDIOS           , country=BR , elevation=+0276.5
USAF= 819960 , name=ARAPIRACA                     , country=BR , elevation=+0242.5
USAF= 819970 , name=SAO LUIS DO QU                , country=BR , elevation=+0020.5
USAF= 819980 , name=MACEIO                        , country=BR , elevation=+0066.0
USAF= 820140 , name=NORMANDIA                     , country=BR , elevation=+0700.0
USAF= 820170 , name=OIAPOQUE                      , country=BR , elevation=+0019.2
USAF= 820220 , name=BOA VISTA                     , country=BR , elevation=+0084.1
USAF= 820240 , name=BOA VISTA                     , country=BR , elevation=+0090.0
USAF= 820260 , name=TIRIOS                        , country=BR , elevation=+0325.0
USAF= 820300 , name=AMAPA                         , country=BR , elevation=+0010.0
USAF= 820305 , name=MARILIA                       , country=BR , elevation=+0646.8
USAF= 820306 , name=SANTO ANGELO                  , country=BR , elevation=+0321.9
USAF= 820420 , name=CARACARAI                     , country=BR , elevation=+0095.0
USAF= 820670 , name=IAUARETE                      , country=BR , elevation=+0105.2
USAF= 820910 , name=MONTE DOURADO                 , country=BR , elevation=+0206.3
USAF= 820940 , name=PONTA DO CEU                  , country=BR , elevation=+0004.0
USAF= 820960 , name=CANIVETE                      , country=BR , elevation=+0003.0
USAF= 820980 , name=MACAPA                        , country=BR , elevation=+0017.1
USAF= 820990 , name=MACAPA-AEROPORTO              , country=BR , elevation=+0016.0
USAF= 821000 , name=PARI-CACHOEIRA                , country=BR , elevation=+0115.0
USAF= 821030 , name=TARACUA                       , country=BR , elevation=+0105.0
USAF= 821060 , name=SAO GABRIEL DA CACH           , country=BR , elevation=+0090.0
USAF= 821070 , name=SAO GABRIEL DA CACHOEIRA AERO , country=BR , elevation=+0079.0
USAF= 821075 , name=UBERLANDIA                    , country=BR , elevation=+0943.1
USAF= 821080 , name=HOTEL TRANSAMERICA            , country=BR , elevation=+0006.1
USAF= 821110 , name=EDUARDO GOMES INTL            , country=BR , elevation=+0080.5
USAF= 821130 , name=BARCELOS                      , country=BR , elevation=+0034.1
USAF= 821410 , name=SOURE                         , country=BR , elevation=+0011.0
USAF= 821430 , name=SALINOPOLIS                   , country=BR , elevation=+0014.0
USAF= 821450 , name=TRACUATEUA (BRAGANCA)         , country=BR , elevation=+0036.0
USAF= 821780 , name=OBIDOS                        , country=BR , elevation=+0037.0
USAF= 821810 , name=MONTE ALEGRE                  , country=BR , elevation=+0146.0
USAF= 821840 , name=PORTO DE MOZ                  , country=BR , elevation=+0016.0
USAF= 821880 , name=BREVES                        , country=BR , elevation=+0015.0
USAF= 821910 , name=BELEM                         , country=BR , elevation=+0010.0
USAF= 821930 , name=VAL DE CANS INTL              , country=BR , elevation=+0016.5
USAF= 821980 , name=TURIACU                       , country=BR , elevation=+0044.0
USAF= 822000 , name=IPIRANGA(?)                   , country=BR , elevation=+0000.0
USAF= 822120 , name=FONTE BOA                     , country=BR , elevation=+0056.0
USAF= 822400 , name=PARINTINS                     , country=BR , elevation=+0029.0
USAF= 822440 , name=SANTAREM                      , country=BR , elevation=+0060.4
USAF= 822460 , name=BELTERRA                      , country=BR , elevation=+0176.0
USAF= 822630 , name=CAMETA                        , country=BR , elevation=+0024.0
USAF= 822770 , name=FAROL SANTANA                 , country=BR , elevation=+0008.0
USAF= 822800 , name=SAO LUIZ                      , country=BR , elevation=+0051.0
USAF= 822810 , name=MARECHAL CUNHA MACHADO INTL   , country=BR , elevation=+0054.3
USAF= 822870 , name=PARNAIBA                      , country=BR , elevation=+0022.0
USAF= 822880 , name=PARNAIBA PREFEITO DR JOAO SIL , country=BR , elevation=+0004.9
USAF= 822940 , name=ARACHU                        , country=BR , elevation=+0016.0
USAF= 823030 , name=S.PAULO DE OLIVENCA           , country=BR , elevation=+0094.0
USAF= 823170 , name=TEFE                          , country=BR , elevation=+0056.1
USAF= 823260 , name=CODAJAS                       , country=BR , elevation=+0049.0
USAF= 823310 , name=MANAUS                        , country=BR , elevation=+0072.0
USAF= 823320 , name=PONTA PELADA                  , country=BR , elevation=+0081.4
USAF= 823360 , name=ITACOATIARA                   , country=BR , elevation=+0043.3
USAF= 823365 , name=MONTE DOURADO                 , country=BR , elevation=+0206.0
USAF= 823366 , name=TOCANTINS                     , country=BR , elevation=+0235.9
